国内,#genre#
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
山西经济与科技,http://liveflash.sxrtv.com/live/sxfinance.m3u8?sub_m3u8=true&edge_slice=true
山西社会与法治,http://liveflash.sxrtv.com/live/sxedu.m3u8?sub_m3u8=true&edge_slice=true
山西文体生活,http://liveflash.sxrtv.com/live/sxpublic.m3u8?sub_m3u8=true&edge_slice=true
山西影视,http://liveflash.sxrtv.com/live/sxfilm.m3u8?sub_m3u8=true&edge_slice=true
山西黄河,http://liveflash.sxrtv.com/live/huanghe.m3u8?sub_m3u8=true&edge_slice=true
运城新闻综合,http://live.0359tv.com/lsdream/ss4Lj11/1000/live.m3u8
运城公共频道,http://live.0359tv.com/lsdream/t667aTY/1000/live.m3u8
运城科技教育,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8
电信,#genre#
CCTV1高清,http://139.170.105.179:8000/udp/239.120.1.52:8350
CCTV1高清,http://139.170.105.179:8000/udp/239.120.1.119:8260
CCTV1高清,http://139.170.105.179:8000/udp/239.120.1.120:8778
CCTV1高清,http://139.170.105.179:8000/udp/239.120.1.184:9160
CCTV2高清,http://139.170.105.179:8000/udp/239.120.1.223:9484
CCTV3高清,http://139.170.105.179:8000/udp/239.120.1.88:9420
CCTV4高清,http://139.170.105.179:8000/udp/239.120.1.159:9012
CCTV5高清,http://139.170.105.179:8000/udp/239.120.1.46:8248
CCTV6高清,http://139.170.105.179:8000/udp/239.120.1.49:8252
CCTV7高清,http://139.170.105.179:8000/udp/239.120.1.224:9490
CCTV8高清,http://139.170.105.179:8000/udp/239.120.1.50:8308
CCTV9高清,http://139.170.105.179:8000/udp/239.120.1.227:9496
CCTV10高清,http://139.170.105.179:8000/udp/239.120.1.250:9448
CCTV11高清,http://139.170.105.179:8000/udp/239.120.1.163:9036
CCTV12高清,http://139.170.105.179:8000/udp/239.120.1.230:9502
CCTV13高清,http://139.170.105.179:8000/udp/239.120.1.165:9048
CCTV14高清,http://139.170.105.179:8000/udp/239.120.1.193:8284
CCTV15高清,http://139.170.105.179:8000/udp/239.120.1.167:9060
CCTV16高清,http://139.170.105.179:8000/udp/239.120.1.252:9554
CCTV17高清,http://139.170.105.179:8000/udp/239.120.1.68:8370
CCTV5+高清,http://139.170.105.179:8000/udp/239.120.1.245:9428
CGTN,http://139.170.105.179:8000/udp/239.120.1.161:9024
青海卫视高清,http://139.170.105.179:8000/udp/239.120.1.64:8332
青海卫视高清,http://139.170.105.179:8000/udp/239.120.1.113:8346
青海经视高清,http://139.170.105.179:8000/udp/239.120.1.42:8226
青海都市高清,http://139.170.105.179:8000/udp/239.120.1.41:8220
安多卫视高清,http://139.170.105.179:8000/udp/239.120.1.40:8214
海东综合高清,http://139.170.105.179:8000/udp/239.120.1.102:8328
西宁生活服务高清,http://139.170.105.179:8000/udp/239.120.1.248:9440
西宁新闻综合高清,http://139.170.105.179:8000/udp/239.120.1.249:9444
甘肃卫视高清,http://139.170.105.179:8000/udp/239.120.1.118:8700
东方卫视高清,http://139.170.105.179:8000/udp/239.120.1.121:8784
北京卫视高清,http://139.170.105.179:8000/udp/239.120.1.122:8790
黑龙江卫视高清,http://139.170.105.179:8000/udp/239.120.1.124:8802
江苏卫视高清,http://139.170.105.179:8000/udp/239.120.1.125:8808
广东卫视高清,http://139.170.105.179:8000/udp/239.120.1.126:8814
湖南卫视高清,http://139.170.105.179:8000/udp/239.120.1.127:8820
浙江卫视高清,http://139.170.105.179:8000/udp/239.120.1.128:8826
湖北卫视高清,http://139.170.105.179:8000/udp/239.120.1.129:8832
CETV1高清,http://139.170.105.179:8000/udp/239.120.1.133:8856
深圳卫视高清,http://139.170.105.179:8000/udp/239.120.1.137:8880
贵州卫视高清,http://139.170.105.179:8000/udp/239.120.1.142:8910
重庆卫视高清,http://139.170.105.179:8000/udp/239.120.1.146:8934
四川卫视高清,http://139.170.105.179:8000/udp/239.120.1.147:8940
河南卫视高清,http://139.170.105.179:8000/udp/239.120.1.148:8946
吉林卫视高清,http://139.170.105.179:8000/udp/239.120.1.151:8964
广西卫视高清,http://139.170.105.179:8000/udp/239.120.1.155:8988
山东卫视高清,http://139.170.105.179:8000/udp/239.120.1.211:9294
河北卫视高清,http://139.170.105.179:8000/udp/239.120.1.212:9300
安徽卫视高清,http://139.170.105.179:8000/udp/239.120.1.226:9348
江西卫视高清,http://139.170.105.179:8000/udp/239.120.1.228:9356
辽宁卫视高清,http://139.170.105.179:8000/udp/239.120.1.229:9360
东南卫视高清,http://139.170.105.179:8000/udp/239.120.1.232:9372
天津卫视高清,http://139.170.105.179:8000/udp/239.120.1.233:9514
东方财经高清,http://139.170.105.179:8000/udp/239.120.1.55:8304
金鹰纪实高清,http://139.170.105.179:8000/udp/239.120.1.73:8412
金鹰纪实高清,http://139.170.105.179:8000/udp/239.120.1.111:8254
纪实科教高清,http://139.170.105.179:8000/udp/239.120.1.110:8250
纪实科教高清,http://139.170.105.179:8000/udp/239.120.1.132:8354
纪实人文高清,http://139.170.105.179:8000/udp/239.120.1.177:8272
欢笑剧场4K,http://139.170.105.179:8000/udp/239.120.1.186:8378
游戏风云高清,http://139.170.105.179:8000/udp/239.120.1.215:9312
欢笑剧场高清,http://139.170.105.179:8000/udp/239.120.1.216:9316
乐游高清,http://139.170.105.179:8000/udp/239.120.1.217:9320
动漫秀场高清,http://139.170.105.179:8000/udp/239.120.1.219:9328
生活时尚高清,http://139.170.105.179:8000/udp/239.120.1.220:9332
都市剧场高清,http://139.170.105.179:8000/udp/239.120.1.221:9336
快乐垂钓高清,http://139.170.105.179:8000/udp/239.120.1.225:9346
陕西卫视,http://139.170.105.179:8000/udp/239.120.1.117:8694
宁夏卫视,http://139.170.105.179:8000/udp/239.120.1.130:8838
新疆卫视,http://139.170.105.179:8000/udp/239.120.1.134:8862
内蒙古卫视,http://139.170.105.179:8000/udp/239.120.1.135:8868
西藏卫视,http://139.170.105.179:8000/udp/239.120.1.136:8874
海南卫视,http://139.170.105.179:8000/udp/239.120.1.141:8904
山西卫视,http://139.170.105.179:8000/udp/239.120.1.143:8916
云南卫视,http://139.170.105.179:8000/udp/239.120.1.156:8994
兵团卫视,http://139.170.105.179:8000/udp/239.120.1.240:9404
哈哈炫动,http://139.170.105.179:8000/udp/239.120.1.140:8898
金鹰卡通,http://139.170.105.179:8000/udp/239.120.1.139:8892
卡酷少儿,http://139.170.105.179:8000/udp/239.120.1.138:8886
嘉佳卡通,http://139.170.105.179:8000/udp/239.120.1.108:8640
CETV2,http://139.170.105.179:8000/udp/239.120.1.44:8238
CETV4,http://139.170.105.179:8000/udp/239.120.1.45:8244
法治天地,http://139.170.105.179:8000/udp/239.120.1.54:8298
财富天下,http://139.170.105.179:8000/udp/239.120.1.57:8316
天元围棋,http://139.170.105.179:8000/udp/239.120.1.59:8320
金色学堂,http://139.170.105.179:8000/udp/239.120.1.69:8374
家庭理财,http://139.170.105.179:8000/udp/239.120.1.222:9340
中国天气,http://139.170.105.179:8000/udp/239.120.1.241:9408
九画面,http://139.170.105.179:8000/udp/239.120.1.131:8268
直播室1,http://139.170.105.179:8000/udp/239.120.1.91:8398
直播室2,http://139.170.105.179:8000/udp/239.120.1.93:8298
直播室3,http://139.170.105.179:8000/udp/239.120.1.95:8428
直播室4,http://139.170.105.179:8000/udp/239.120.1.96:8436
直播室5,http://139.170.105.179:8000/udp/239.120.1.97:8452
直播室6,http://139.170.105.179:8000/udp/239.120.1.98:8456
直播室7,http://139.170.105.179:8000/udp/239.120.1.99:8460
直播室8,http://139.170.105.179:8000/udp/239.120.1.112:8464
直播室9,http://139.170.105.179:8000/udp/239.120.1.114:8476
直播室10,http://139.170.105.179:8000/udp/239.120.1.116:8480
直播室11,http://139.170.105.179:8000/udp/239.120.1.170:9078
直播室12,http://139.170.105.179:8000/udp/239.120.1.171:9084
直播室13,http://139.170.105.179:8000/udp/239.120.1.172:9090
直播室14,http://139.170.105.179:8000/udp/239.120.1.173:9096
直播室15,http://139.170.105.179:8000/udp/239.120.1.174:9102
直播室16,http://139.170.105.179:8000/udp/239.120.1.175:9108
直播室17,http://139.170.105.179:8000/udp/239.120.1.176:9114
直播室18,http://139.170.105.179:8000/udp/239.120.1.196:8276
直播室19,http://139.170.105.179:8000/udp/239.120.1.202:9240
直播室20,http://139.170.105.179:8000/udp/239.120.1.203:9246
直播室21,http://139.170.105.179:8000/udp/239.120.1.204:9252
2,http://139.170.105.179:8000/udp/239.120.1.239:9400
海北电视台高清,http://139.170.105.179:8000/udp/239.120.1.123:8266
海北电视台高清,http://139.170.105.179:8000/udp/239.120.1.200:8404
久治电视台,http://139.170.105.179:8000/udp/239.120.1.34:9534
果洛电视台,http://139.170.105.179:8000/udp/239.120.1.92:8218
黄南电视台,http://139.170.105.179:8000/udp/239.120.1.100:9128
青海油田,http://139.170.105.179:8000/udp/239.120.1.144:8416
矿区生活,http://139.170.105.179:8000/udp/239.120.1.145:8420
海南电视台,http://139.170.105.179:8000/udp/239.120.1.247:9436
天翼4K1,http://139.170.105.179:8000/udp/239.120.1.149:8484
天翼4K2,http://139.170.105.179:8000/udp/239.120.1.150:8488
CCTV1高清,http://139.170.105.179:8000/udp/239.120.2.42:5141
CCTV1高清,http://139.170.105.179:8000/udp/239.120.2.145:5141
CCTV1高清,http://139.170.105.179:8000/udp/239.120.2.220:5141
CCTV2高清,http://139.170.105.179:8000/udp/239.120.2.43:5141
CCTV3高清,http://139.170.105.179:8000/udp/239.120.2.32:5141
CCTV4高清,http://139.170.105.179:8000/udp/239.120.2.33:5141
CCTV5高清,http://139.170.105.179:8000/udp/239.120.2.34:5141
CCTV6高清,http://139.170.105.179:8000/udp/239.120.2.38:5141
CCTV7高清,http://139.170.105.179:8000/udp/239.120.2.39:5141
CCTV8高清,http://139.170.105.179:8000/udp/239.120.2.40:5141
CCTV9高清,http://139.170.105.179:8000/udp/239.120.2.91:5141
CCTV10高清,http://139.170.105.179:8000/udp/239.120.2.92:5141
CCTV11高清,http://139.170.105.179:8000/udp/239.120.2.100:5141
CCTV12高清,http://139.170.105.179:8000/udp/239.120.2.101:5141
CCTV13高清,http://139.170.105.179:8000/udp/239.120.2.102:5141
CCTV14高清,http://139.170.105.179:8000/udp/239.120.2.103:5141
CCTV15高清,http://139.170.105.179:8000/udp/239.120.2.104:5141
CCTV16高清,http://139.170.105.179:8000/udp/239.120.2.105:5141
CCTV17高清,http://139.170.105.179:8000/udp/239.120.2.106:5141
CCTV5+高清,http://139.170.105.179:8000/udp/239.120.2.59:5141
CGTN,http://139.170.105.179:8000/udp/239.120.2.126:5141
青海卫视高清,http://139.170.105.179:8000/udp/239.120.2.7:5141
青海卫视高清,http://139.170.105.179:8000/udp/239.120.2.154:5141
青海卫视高清,http://139.170.105.179:8000/udp/239.120.2.188:5141
青海经视高清,http://139.170.105.179:8000/udp/239.120.2.127:5141
青海经视高清,http://139.170.105.179:8000/udp/239.120.2.161:5141
青海都市高清,http://139.170.105.179:8000/udp/239.120.2.128:5141
青海都市高清,http://139.170.105.179:8000/udp/239.120.2.156:5141
安多卫视高清,http://139.170.105.179:8000/udp/239.120.2.6:5141
安多卫视高清,http://139.170.105.179:8000/udp/239.120.2.163:5141
西宁生活服务高清,http://139.170.105.179:8000/udp/239.120.2.171:5141
西宁新闻综合高清,http://139.170.105.179:8000/udp/239.120.2.172:5141
海东综合高清,http://139.170.105.179:8000/udp/239.120.2.8:5141
海东综合高清,http://139.170.105.179:8000/udp/239.120.2.198:5141
海北电视台高清,http://139.170.105.179:8000/udp/239.120.2.129:5141
海北电视台高清,http://139.170.105.179:8000/udp/239.120.2.234:5141
纪实人文高清,http://139.170.105.179:8000/udp/239.120.2.98:5141
纪实人文高清,http://139.170.105.179:8000/udp/239.120.2.72:5141
纪实科教高清,http://139.170.105.179:8000/udp/239.120.2.65:5141
纪实科教高清,http://139.170.105.179:8000/udp/239.120.2.231:5141
欢笑剧场4K,http://139.170.105.179:8000/udp/239.120.2.58:5141
欢笑剧场4K,http://139.170.105.179:8000/udp/239.120.2.233:5141
东方卫视高清,http://139.170.105.179:8000/udp/239.120.2.184:5141
湖南卫视高清,http://139.170.105.179:8000/udp/239.120.2.173:5141
江苏卫视高清,http://139.170.105.179:8000/udp/239.120.2.221:5141
浙江卫视高清,http://139.170.105.179:8000/udp/239.120.2.199:5141
浙江卫视高清,http://139.170.105.179:8000/udp/239.120.2.230:5141
北京卫视高清,http://139.170.105.179:8000/udp/239.120.2.186:5141
黑龙江卫视高清,http://139.170.105.179:8000/udp/239.120.2.183:5141
广东卫视高清,http://139.170.105.179:8000/udp/239.120.2.181:5141
湖北卫视高清,http://139.170.105.179:8000/udp/239.120.2.15:5141
湖北卫视高清,http://139.170.105.179:8000/udp/239.120.2.182:5141
金鹰纪实高清,http://139.170.105.179:8000/udp/239.120.2.36:5141
金鹰纪实高清,http://139.170.105.179:8000/udp/239.120.2.46:5141
四川卫视高清,http://139.170.105.179:8000/udp/239.120.2.2:5141
重庆卫视高清,http://139.170.105.179:8000/udp/239.120.2.185:5141
河南卫视高清,http://139.170.105.179:8000/udp/239.120.2.180:5141
吉林卫视高清,http://139.170.105.179:8000/udp/239.120.2.26:5141
广西卫视高清,http://139.170.105.179:8000/udp/239.120.2.5:5141
贵州卫视高清,http://139.170.105.179:8000/udp/239.120.2.18:5141
深圳卫视高清,http://139.170.105.179:8000/udp/239.120.2.197:5141
甘肃卫视高清,http://139.170.105.179:8000/udp/239.120.2.16:5141
河北卫视高清,http://139.170.105.179:8000/udp/239.120.2.12:5141
山东卫视高清,http://139.170.105.179:8000/udp/239.120.2.219:5141
天津卫视高清,http://139.170.105.179:8000/udp/239.120.2.196:5141
东南卫视高清,http://139.170.105.179:8000/udp/239.120.2.195:5141
安徽卫视高清,http://139.170.105.179:8000/udp/239.120.2.187:5141
江西卫视高清,http://139.170.105.179:8000/udp/239.120.2.194:5141
辽宁卫视高清,http://139.170.105.179:8000/udp/239.120.2.189:5141
快乐垂钓高清,http://139.170.105.179:8000/udp/239.120.2.66:5141
快乐垂钓高清,http://139.170.105.179:8000/udp/239.120.2.131:5141
游戏风云高清,http://139.170.105.179:8000/udp/239.120.2.27:5141
游戏风云高清,http://139.170.105.179:8000/udp/239.120.2.133:5141
乐游高清,http://139.170.105.179:8000/udp/239.120.2.52:5141
乐游高清,http://139.170.105.179:8000/udp/239.120.2.135:5141
欢笑剧场高清,http://139.170.105.179:8000/udp/239.120.2.47:5141
欢笑剧场高清,http://139.170.105.179:8000/udp/239.120.2.136:5141
动漫秀场高清,http://139.170.105.179:8000/udp/239.120.2.64:5141
动漫秀场高清,http://139.170.105.179:8000/udp/239.120.2.138:5141
生活时尚高清,http://139.170.105.179:8000/udp/239.120.2.139:5141
生活时尚高清,http://139.170.105.179:8000/udp/239.120.2.147:5141
都市剧场高清,http://139.170.105.179:8000/udp/239.120.2.61:5141
都市剧场高清,http://139.170.105.179:8000/udp/239.120.2.140:5141
法治天地,http://139.170.105.179:8000/udp/239.120.2.74:5141
法治天地,http://139.170.105.179:8000/udp/239.120.2.76:5141
东方财经高清,http://139.170.105.179:8000/udp/239.120.2.73:5141
东方财经高清,http://139.170.105.179:8000/udp/239.120.2.77:5141
财富天下,http://139.170.105.179:8000/udp/239.120.2.75:5141
财富天下,http://139.170.105.179:8000/udp/239.120.2.79:5141
金色学堂,http://139.170.105.179:8000/udp/239.120.2.70:5141
金色学堂,http://139.170.105.179:8000/udp/239.120.2.84:5141
CETV1高清,http://139.170.105.179:8000/udp/239.120.2.54:5141
CETV1高清,http://139.170.105.179:8000/udp/239.120.2.67:5141
CETV2,http://139.170.105.179:8000/udp/239.120.2.55:5141
CETV2,http://139.170.105.179:8000/udp/239.120.2.68:5141
CETV4,http://139.170.105.179:8000/udp/239.120.2.69:5141
CETV4,http://139.170.105.179:8000/udp/239.120.2.71:5141
哈哈炫动,http://139.170.105.179:8000/udp/239.120.2.50:5141
哈哈炫动,http://139.170.105.179:8000/udp/239.120.2.134:5141
山西卫视,http://139.170.105.179:8000/udp/239.120.2.22:5141
嘉佳卡通,http://139.170.105.179:8000/udp/239.120.2.30:5141
嘉佳卡通,http://139.170.105.179:8000/udp/239.120.2.45:5141
内蒙古卫视,http://139.170.105.179:8000/udp/239.120.2.44:5141
陕西卫视,http://139.170.105.179:8000/udp/239.120.2.20:5141
云南卫视,http://139.170.105.179:8000/udp/239.120.2.28:5141
海南卫视,http://139.170.105.179:8000/udp/239.120.2.31:5141
金鹰卡通,http://139.170.105.179:8000/udp/239.120.2.53:5141
金鹰卡通,http://139.170.105.179:8000/udp/239.120.2.60:5141
卡酷少儿,http://139.170.105.179:8000/udp/239.120.2.51:5141
卡酷少儿,http://139.170.105.179:8000/udp/239.120.2.62:5141
西藏卫视,http://139.170.105.179:8000/udp/239.120.2.24:5141
新疆卫视,http://139.170.105.179:8000/udp/239.120.2.29:5141
宁夏卫视,http://139.170.105.179:8000/udp/239.120.2.25:5141
兵团卫视,http://139.170.105.179:8000/udp/239.120.2.35:5141
中国天气,http://139.170.105.179:8000/udp/239.120.2.162:5141
中国天气,http://139.170.105.179:8000/udp/239.120.2.226:5141
家庭理财,http://139.170.105.179:8000/udp/239.120.2.48:5141
家庭理财,http://139.170.105.179:8000/udp/239.120.2.153:5141
三沙卫视,http://139.170.105.179:8000/udp/239.120.2.222:5141
天元围棋,http://139.170.105.179:8000/udp/239.120.2.57:5141
天元围棋,http://139.170.105.179:8000/udp/239.120.2.227:5141
2,http://139.170.105.179:8000/udp/239.120.2.228:5141
百事通2,http://139.170.105.179:8000/udp/239.120.2.118:5141
百事通4,http://139.170.105.179:8000/udp/239.120.2.174:5141
直播室31,http://139.170.105.179:8000/udp/239.120.2.107:5141
直播室32,http://139.170.105.179:8000/udp/239.120.2.108:5141
直播室33,http://139.170.105.179:8000/udp/239.120.2.109:5141
直播室34,http://139.170.105.179:8000/udp/239.120.2.110:5141
直播室35,http://139.170.105.179:8000/udp/239.120.2.111:5141
直播室36,http://139.170.105.179:8000/udp/239.120.2.112:5141
直播室37,http://139.170.105.179:8000/udp/239.120.2.113:5141
直播室38,http://139.170.105.179:8000/udp/239.120.2.229:5141
直播室39,http://139.170.105.179:8000/udp/239.120.2.232:5141
直播室40,http://139.170.105.179:8000/udp/239.120.2.235:5141
直播室41,http://139.170.105.179:8000/udp/239.120.2.236:5141
直播室42,http://139.170.105.179:8000/udp/239.120.2.115:5141
直播室43,http://139.170.105.179:8000/udp/239.120.2.116:5141
直播室44,http://139.170.105.179:8000/udp/239.120.2.117:5141
直播室45,http://139.170.105.179:8000/udp/239.120.2.119:5141
直播室46,http://139.170.105.179:8000/udp/239.120.2.120:5141
直播室47,http://139.170.105.179:8000/udp/239.120.2.121:5141
直播室48,http://139.170.105.179:8000/udp/239.120.2.122:5141
直播室49,http://139.170.105.179:8000/udp/239.120.2.123:5141
直播室50,http://139.170.105.179:8000/udp/239.120.2.124:5141
直播室51,http://139.170.105.179:8000/udp/239.120.2.125:5141
精品,#genre#
1905国内电影,http://ygbh.live/1905.php?id=1905a
1905国外电影,http://ygbh.live/1905.php?id=1905b
纬来电影,http://extraott.com:80/live/7921751389/6097373662/5493.m3u8
纬来体育,http://extraott.com:80/live/7921751389/6097373662/5492.m3u8
纬来戏剧,http://extraott.com:80/live/7921751389/6097373662/5491.m3u8
纬来综合,http://extraott.com:80/live/7921751389/6097373662/5490.m3u8
龙华电影,http://extraott.com:80/live/7921751389/6097373662/5488.m3u8
韩国娱乐台,http://extraott.com:80/live/7921751389/6097373662/5487.m3u8
中视经典,http://extraott.com:80/live/7921751389/6097373662/5486.m3u8
中视,http://extraott.com:80/live/7921751389/6097373662/5485.m3u8
中视新闻,http://extraott.com:80/live/7921751389/6097373662/5484.m3u8
金奥运,http://extraott.com:80/live/7921751389/6097373662/5483.m3u8
纬来电影,http://extraott.com:80/live/7921751389/6097373662/5493.m3u8
纬来育乐,http://extraott.com:80/live/7921751389/6097373662/5494.m3u8
纬来日本,http://extraott.com:80/live/7921751389/6097373662/5495.m3u8
TVBS,http://extraott.com:80/live/7921751389/6097373662/5496.m3u8
TVBS新闻,http://extraott.com:80/live/7921751389/6097373662/5499.m3u8
台视综合,http://extraott.com:80/live/7921751389/6097373662/5500.m3u8
台视新闻,http://extraott.com:80/live/7921751389/6097373662/5501.m3u8
台视,http://extraott.com:80/live/7921751389/6097373662/5502.m3u8
三立综合台,http://extraott.com:80/live/7921751389/6097373662/5503.m3u8
三立戏剧台,http://extraott.com:80/live/7921751389/6097373662/5504.m3u8
三立台湾台,http://extraott.com:80/live/7921751389/6097373662/5505.m3u8
三立都会台,http://extraott.com:80/live/7921751389/6097373662/5506.m3u8
年代MUCH,http://extraott.com:80/live/7921751389/6097373662/5508.m3u8
年代新闻,http://extraott.com:80/live/7921751389/6097373662/5509.m3u8
卡通频道,http://extraott.com:80/live/7921751389/6097373662/5510.m3u8
